,hour,load_roll_mean_1d,load_lag24,load_roll_std_1d,temp3,dayofy,temp_gradient,temp2,load_roll_mean_2d,temp1,load
2017-01-03 10:00:00,10,74922.86295572917,74779.0,5897.328341385876,26.4,3.0,3.649999999999999,25.4,72740.61897786458,19.1,82385.0
2017-01-03 11:00:00,11,75198.4462890625,76590.0,6128.622274695446,26.4,3.0,3.649999999999999,25.4,72985.74397786458,19.1,83204.0
2017-01-03 12:00:00,12,75457.86295572917,76912.0,6332.680493376728,26.4,3.0,3.649999999999999,25.4,73231.07731119792,19.1,83138.0
2017-01-03 13:00:00,13,75735.73795572917,76664.0,6531.113627122777,26.4,3.0,3.649999999999999,25.4,73491.88981119792,19.1,83333.0
2017-01-03 14:00:00,14,76044.11295572917,76194.0,6725.5222918024665,26.4,3.0,3.649999999999999,25.4,73771.84814453125,19.1,83595.0
2017-01-03 15:00:00,15,76379.48795572917,75776.0,6909.734272581778,26.4,3.0,3.649999999999999,25.4,74062.99397786458,19.1,83825.0
2017-01-03 16:00:00,16,76687.02962239583,76347.0,7070.61108687635,26.4,3.0,3.649999999999999,25.4,74347.22314453125,19.1,83728.0
2017-01-03 17:00:00,17,76978.73795572917,79082.0,7313.946096174884,26.4,3.0,3.649999999999999,25.4,74611.41064453125,19.1,86083.0
2017-01-03 18:00:00,18,77301.90462239583,81814.0,7698.139844800306,26.4,3.0,3.649999999999999,25.4,74853.53564453125,19.1,89570.0
2017-01-03 19:00:00,19,77632.98795572917,82092.0,8074.768905527668,26.4,3.0,3.649999999999999,25.4,75096.43147786458,19.1,90038.0
2017-01-03 20:00:00,20,77996.02962239583,80530.0,8400.00014241291,26.4,3.0,3.649999999999999,25.4,75342.16064453125,19.1,89243.0
2017-01-03 21:00:00,21,78391.86295572917,78032.0,8622.652359857908,26.4,3.0,3.649999999999999,25.4,75588.49397786458,19.1,87532.0
2017-01-03 22:00:00,22,78804.40462239583,74791.0,8679.546204439814,26.4,3.0,3.649999999999999,25.4,75824.72314453125,19.1,84692.0
2017-01-03 23:00:00,23,79278.22233072917,72679.03125,8640.926110632585,16.4,3.0,2.749999999999999,14.2,76105.61181640625,10.9,84050.65625
2017-01-04 00:00:00,0,79383.21744791667,68248.609375,8515.478139969007,16.4,4.0,2.749999999999999,14.2,76165.8095703125,10.9,70768.4921875
2017-01-04 01:00:00,1,79554.59244791667,66187.0703125,8276.38825920049,16.4,4.0,2.749999999999999,14.2,76263.91520182292,10.9,70300.0703125
2017-01-04 02:00:00,2,79703.50846354167,65672.0,8044.6489479565535,16.4,4.0,2.749999999999999,14.2,76369.08154296875,10.9,69245.984375
2017-01-04 03:00:00,3,79893.439453125,65052.0,7731.404526606973,16.4,4.0,2.749999999999999,14.2,76498.88037109375,10.9,69610.34375
2017-01-04 04:00:00,4,80103.56087239583,65162.0,7373.892720315228,16.4,4.0,2.749999999999999,14.2,76639.0244140625,10.9,70204.9140625
2017-01-04 05:00:00,5,80423.77701822917,66921.0,6930.051258629533,16.4,4.0,2.749999999999999,14.2,76850.7158203125,10.9,74606.1875
2017-01-04 06:00:00,6,80707.84244791667,70933.0,6658.513967675915,16.4,4.0,2.749999999999999,14.2,77082.99853515625,10.9,77750.5703125
2017-01-04 07:00:00,7,80706.14453125,77408.0,6659.397147476483,16.4,4.0,2.749999999999999,14.2,77258.73291015625,10.9,77367.25
2017-01-04 08:00:00,8,80733.2080078125,81066.0,6662.2423758510895,16.4,4.0,2.749999999999999,14.2,77481.22298177083,10.9,81715.5234375
2017-01-04 09:00:00,9,80793.74479166667,81611.0,6677.149428644671,16.4,4.0,2.749999999999999,14.2,77699.84554036458,10.9,83063.8828125
2017-01-04 10:00:00,10,80884.19596354167,82385.0,6714.242769462397,16.4,4.0,2.749999999999999,14.2,77903.52945963542,10.9,84555.828125
2017-01-04 11:00:00,11,80934.82649739583,83204.0,6737.039254820904,16.4,4.0,2.749999999999999,14.2,78066.63639322917,10.9,84419.1328125
2017-01-04 12:00:00,12,80952.13346354167,83138.0,6743.4755756317045,16.4,4.0,2.749999999999999,14.2,78204.99820963542,10.9,83553.3671875
2017-01-04 13:00:00,13,80923.72623697917,83333.0,6734.439939601346,16.4,4.0,2.749999999999999,14.2,78329.73209635417,10.9,82651.2265625
2017-01-04 14:00:00,14,80844.66145833333,83595.0,6712.81894344446,16.4,4.0,2.749999999999999,14.2,78444.38720703125,10.9,81697.4453125
2017-01-04 15:00:00,15,80738.4853515625,83825.0,6683.719089717217,16.4,4.0,2.749999999999999,14.2,78558.98665364583,10.9,81276.7734375
2017-01-04 16:00:00,16,80622.06315104167,83728.0,6653.648875204633,16.4,4.0,2.749999999999999,14.2,78654.54638671875,10.9,80933.8671875
2017-01-04 17:00:00,17,80479.10286458333,86083.0,6567.515961311069,16.4,4.0,2.749999999999999,14.2,78728.92041015625,10.9,82651.953125
2017-01-04 18:00:00,18,80317.685546875,89570.0,6379.274268740703,16.4,4.0,2.749999999999999,14.2,78809.79508463542,10.9,85695.984375
